open_time,net_pnl,turnover,spy_position,btal_position
2017-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-01-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-03-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-04-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-05-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-06-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2017-07-03 00:00:00+00:00,0.001195527863740942,1.0,1.0,0.0
2017-07-05 00:00:00+00:00,0.002312182889397274,0.0,1.0,0.0
2017-07-06 00:00:00+00:00,-0.009144592840314103,0.0,1.0,0.0
2017-07-07 00:00:00+00:00,0.006485201403466645,0.0,1.0,0.0
2017-07-10 00:00:00+00:00,0.0010738661698364016,0.0,1.0,0.0
2017-07-11 00:00:00+00:00,-0.0007426928813905054,0.0,1.0,0.0
2017-07-12 00:00:00+00:00,0.0075146530442558035,0.0,1.0,0.0
2017-07-13 00:00:00+00:00,0.0016805315133294751,0.0,1.0,0.0
2017-07-14 00:00:00+00:00,0.0046640065002454545,0.0,1.0,0.0
2017-07-17 00:00:00+00:00,-0.00012211454344179806,0.0,1.0,0.0
2017-07-18 00:00:00+00:00,0.0005295613350151385,0.0,1.0,0.0
2017-07-19 00:00:00+00:00,0.005413731834461144,0.0,1.0,0.0
2017-07-20 00:00:00+00:00,0.0004454690319055654,0.0,1.0,0.0
2017-07-21 00:00:00+00:00,-0.0008905413552158237,0.0,1.0,0.0
2017-07-24 00:00:00+00:00,-0.0002426388583002259,0.0,1.0,0.0
2017-07-25 00:00:00+00:00,0.002430818516643063,0.0,1.0,0.0
2017-07-26 00:00:00+00:00,4.0375189821917346e-05,0.0,1.0,0.0
2017-07-27 00:00:00+00:00,-0.0009297981137529332,0.0,1.0,0.0
2017-07-28 00:00:00+00:00,-0.0011729171824590434,0.0,1.0,0.0
2017-07-31 00:00:00+00:00,-0.0005670601815459531,0.0,1.0,0.0
2017-08-01 00:00:00+00:00,0.002228832705786443,0.0,1.0,0.0
2017-08-02 00:00:00+00:00,0.00048526611124666275,0.0,1.0,0.0
2017-08-03 00:00:00+00:00,-0.001940122969057878,0.0,1.0,0.0
2017-08-04 00:00:00+00:00,0.0018224009654637108,0.0,1.0,0.0
2017-08-07 00:00:00+00:00,0.0018591078794198967,0.0,1.0,0.0
2017-08-08 00:00:00+00:00,-0.002460823935105605,0.0,1.0,0.0
2017-08-09 00:00:00+00:00,-4.0685334158352404e-05,0.0,1.0,0.0
2017-08-10 00:00:00+00:00,-0.014115190050845272,0.0,1.0,0.0
2017-08-11 00:00:00+00:00,0.0014768436958472186,0.0,1.0,0.0
2017-08-14 00:00:00+00:00,0.009913163361403798,0.0,1.0,0.0
2017-08-15 00:00:00+00:00,-0.00012141551837019371,0.0,1.0,0.0
2017-08-16 00:00:00+00:00,0.001744393785590992,0.0,1.0,0.0
2017-08-17 00:00:00+00:00,-0.015591084950283274,0.0,1.0,0.0
2017-08-18 00:00:00+00:00,-0.001563030606713256,0.0,1.0,0.0
2017-08-21 00:00:00+00:00,0.0007825217425019293,0.0,1.0,0.0
2017-08-22 00:00:00+00:00,0.010457195385098261,0.0,1.0,0.0
2017-08-23 00:00:00+00:00,-0.0035852562007543387,0.0,1.0,0.0
2017-08-24 00:00:00+00:00,-0.002331027097014493,0.0,1.0,0.0
2017-08-25 00:00:00+00:00,0.0023364734800077613,0.0,1.0,0.0
2017-08-28 00:00:00+00:00,4.041662577747296e-05,0.0,1.0,0.0
2017-08-29 00:00:00+00:00,0.0011451153779835632,0.0,1.0,0.0
2017-08-30 00:00:00+00:00,0.004737629554697476,0.0,1.0,0.0
2017-08-31 00:00:00+00:00,0.006015843426643519,0.0,1.0,0.0
2017-09-01 00:00:00+00:00,0.0014141511305121313,0.0,1.0,0.0
2017-09-05 00:00:00+00:00,-0.007181832677834565,0.0,1.0,0.0
2017-09-06 00:00:00+00:00,0.0034139718410111097,0.0,1.0,0.0
2017-09-07 00:00:00+00:00,-0.00012180731334521244,0.0,1.0,0.0
2017-09-08 00:00:00+00:00,-0.001174627254794336,0.0,1.0,0.0
2017-09-11 00:00:00+00:00,0.010665886315843531,0.0,1.0,0.0
2017-09-12 00:00:00+00:00,0.003370749234559378,0.0,1.0,0.0
2017-09-13 00:00:00+00:00,0.00047975743778505553,0.0,1.0,0.0
2017-09-14 00:00:00+00:00,-0.0003196615279175141,0.0,1.0,0.0
2017-09-15 00:00:00+00:00,0.0013462369528669527,0.0,1.0,0.0
2017-09-18 00:00:00+00:00,0.0021267423762463267,0.0,1.0,0.0
2017-09-19 00:00:00+00:00,0.0010012309011813159,0.0,1.0,0.0
2017-09-20 00:00:00+00:00,0.00035999034714295775,0.0,1.0,0.0
2017-09-21 00:00:00+00:00,-0.0026791500382705724,0.0,1.0,0.0
2017-09-22 00:00:00+00:00,0.00020027292878110892,0.0,1.0,0.0
2017-09-25 00:00:00+00:00,-0.0020443498554247874,0.0,1.0,0.0
2017-09-26 00:00:00+00:00,0.0006026308306128492,0.0,1.0,0.0
2017-09-27 00:00:00+00:00,0.0038942261327592487,0.0,1.0,0.0
2017-09-28 00:00:00+00:00,0.0011997235018792463,0.0,1.0,0.0
2017-09-29 00:00:00+00:00,0.003515027769500856,0.0,1.0,0.0
2017-10-02 00:00:00+00:00,0.004338688930731527,0.0,1.0,0.0
2017-10-03 00:00:00+00:00,0.0021401713577207104,0.0,1.0,0.0
2017-10-04 00:00:00+00:00,0.0011863911565910268,0.0,1.0,0.0
2017-10-05 00:00:00+00:00,0.005924995509380526,0.0,1.0,0.0
2017-10-06 00:00:00+00:00,-0.0011386976081793065,0.0,1.0,0.0
2017-10-09 00:00:00+00:00,-0.0016510330185313116,0.0,1.0,0.0
2017-10-10 00:00:00+00:00,0.002638247984854125,0.0,1.0,0.0
2017-10-11 00:00:00+00:00,0.0015710579536369895,0.0,1.0,0.0
2017-10-12 00:00:00+00:00,-0.0014901570717211765,0.0,1.0,0.0
2017-10-13 00:00:00+00:00,0.001217271882611115,0.0,1.0,0.0
2017-10-16 00:00:00+00:00,0.0013335818410309397,0.0,1.0,0.0
2017-10-17 00:00:00+00:00,0.000705113896013021,0.0,1.0,0.0
2017-10-18 00:00:00+00:00,0.0009787639742098175,0.0,1.0,0.0
2017-10-19 00:00:00+00:00,0.00027360558671873925,0.0,1.0,0.0
2017-10-20 00:00:00+00:00,0.005160408538147809,0.0,1.0,0.0
2017-10-23 00:00:00+00:00,-0.003889336053556125,0.0,1.0,0.0
2017-10-24 00:00:00+00:00,0.0017572088639288275,0.0,1.0,0.0
2017-10-25 00:00:00+00:00,-0.004950312346324148,0.0,1.0,0.0
2017-10-26 00:00:00+00:00,0.0012925947575492813,0.0,1.0,0.0
2017-10-27 00:00:00+00:00,0.008176047631066163,0.0,1.0,0.0
2017-10-30 00:00:00+00:00,-0.0037247748811599646,0.0,1.0,0.0
2017-10-31 00:00:00+00:00,0.0015576161831503121,0.0,1.0,0.0
2017-11-01 00:00:00+00:00,0.001322308749446055,0.0,1.0,0.0
2017-11-02 00:00:00+00:00,0.0003885564000096764,0.0,1.0,0.0
2017-11-03 00:00:00+00:00,0.0033385780846257873,0.0,1.0,0.0
2017-11-06 00:00:00+00:00,0.0015476411686881075,0.0,1.0,0.0
2017-11-07 00:00:00+00:00,-0.0006952138766336269,0.0,1.0,0.0
2017-11-08 00:00:00+00:00,0.0017007815774483515,0.0,1.0,0.0
2017-11-09 00:00:00+00:00,-0.0036275852629854555,0.0,1.0,0.0
2017-11-10 00:00:00+00:00,-0.00030991803344693203,0.0,1.0,0.0
2017-11-13 00:00:00+00:00,0.000929906959891369,0.0,1.0,0.0
2017-11-14 00:00:00+00:00,-0.0023228104681198847,0.0,1.0,0.0
2017-11-15 00:00:00+00:00,-0.005004978339529065,0.0,1.0,0.0
2017-11-16 00:00:00+00:00,0.008500741157156266,0.0,1.0,0.0
2017-11-17 00:00:00+00:00,-0.002938626260617472,0.0,1.0,0.0
2017-11-20 00:00:00+00:00,0.0017066665004557002,0.0,1.0,0.0
2017-11-21 00:00:00+00:00,0.006542471484309198,0.0,1.0,0.0
2017-11-22 00:00:00+00:00,-0.0008846763916116052,0.0,1.0,0.0
2017-11-24 00:00:00+00:00,0.002309889117789954,0.0,1.0,0.0
2017-11-27 00:00:00+00:00,-0.000499011705873853,0.0,1.0,0.0
2017-11-28 00:00:00+00:00,0.01014452114427078,0.0,1.0,0.0
2017-11-29 00:00:00+00:00,-0.0006084879685394062,0.0,1.0,0.0
2017-11-30 00:00:00+00:00,0.00875496692440958,0.0,1.0,0.0
2017-12-01 00:00:00+00:00,-0.002075527855482373,0.0,1.0,0.0
2017-12-04 00:00:00+00:00,-0.001209989331589445,0.0,1.0,0.0
2017-12-05 00:00:00+00:00,-0.003596666709215657,0.0,1.0,0.0
2017-12-06 00:00:00+00:00,0.0001901701986770643,0.0,1.0,0.0
2017-12-07 00:00:00+00:00,0.0031529732218933404,0.0,1.0,0.0
2017-12-08 00:00:00+00:00,0.0054531584676114075,0.0,1.0,0.0
2017-12-11 00:00:00+00:00,0.0030129772784457387,0.0,1.0,0.0
2017-12-12 00:00:00+00:00,0.0017646887493401042,0.0,1.0,0.0
2017-12-13 00:00:00+00:00,-0.00011230474281587188,0.0,1.0,0.0
2017-12-14 00:00:00+00:00,-0.00408599409767374,0.0,1.0,0.0
2017-12-15 00:00:00+00:00,0.008327237393899845,0.0,1.0,0.0
2017-12-18 00:00:00+00:00,0.0063410283709335324,0.0,1.0,0.0
2017-12-19 00:00:00+00:00,-0.0038403300432482412,0.0,1.0,0.0
2017-12-20 00:00:00+00:00,-0.0005239585137273295,0.0,1.0,0.0
2017-12-21 00:00:00+00:00,0.0020597664890669165,0.0,1.0,0.0
2017-12-22 00:00:00+00:00,-0.0002617077178833638,0.0,1.0,0.0
2017-12-26 00:00:00+00:00,-0.0011960880015136066,0.0,1.0,0.0
2017-12-27 00:00:00+00:00,0.00048638489822061537,0.0,1.0,0.0
2017-12-28 00:00:00+00:00,0.002057532095420145,0.0,1.0,0.0
2017-12-29 00:00:00+00:00,-0.0037706366472635144,0.0,1.0,0.0
2018-01-02 00:00:00+00:00,0.007157470272950217,0.0,1.0,0.0
2018-01-03 00:00:00+00:00,0.006324957955836874,0.0,1.0,0.0
2018-01-04 00:00:00+00:00,0.004214684266900859,0.0,1.0,0.0
2018-01-05 00:00:00+00:00,0.006664408167099678,0.0,1.0,0.0
2018-01-08 00:00:00+00:00,0.0018286142338477251,0.0,1.0,0.0
2018-01-09 00:00:00+00:00,0.0022633530213953534,0.0,1.0,0.0
2018-01-10 00:00:00+00:00,-0.001529615382229066,0.0,1.0,0.0
2018-01-11 00:00:00+00:00,0.007295714694141253,0.0,1.0,0.0
2018-01-12 00:00:00+00:00,0.006519296786126727,0.0,1.0,0.0
2018-01-16 00:00:00+00:00,-0.0034180857669044995,0.0,1.0,0.0
2018-01-17 00:00:00+00:00,0.00953129874205616,0.0,1.0,0.0
2018-01-18 00:00:00+00:00,-0.0016808422461795924,0.0,1.0,0.0
2018-01-19 00:00:00+00:00,0.004549526457844344,0.0,1.0,0.0
2018-01-22 00:00:00+00:00,0.008130873486405177,0.0,1.0,0.0
2018-01-23 00:00:00+00:00,0.002122491511509672,0.0,1.0,0.0
2018-01-24 00:00:00+00:00,-0.0003882471310788782,0.0,1.0,0.0
2018-01-25 00:00:00+00:00,0.0004236900884078132,0.0,1.0,0.0
2018-01-26 00:00:00+00:00,0.011577921051675766,0.0,1.0,0.0
2018-01-29 00:00:00+00:00,-0.006629837873007971,0.0,1.0,0.0
2018-01-30 00:00:00+00:00,-0.010257116607297445,0.0,1.0,0.0
2018-01-31 00:00:00+00:00,0.0004968887546579204,0.0,1.0,0.0
2018-02-01 00:00:00+00:00,-0.0011349086163344735,0.0,1.0,0.0
2018-02-02 00:00:00+00:00,-0.021770227128511954,0.0,1.0,0.0
2018-02-05 00:00:00+00:00,-0.04182263175320333,0.0,1.0,0.0
2018-02-06 00:00:00+00:00,0.019702360870733626,0.0,1.0,0.0
2018-02-07 00:00:00+00:00,-0.005424815234405855,0.0,1.0,0.0
2018-02-08 00:00:00+00:00,-0.03750895685547251,0.0,1.0,0.0
2018-02-09 00:00:00+00:00,0.015021687536080908,0.0,1.0,0.0
2018-02-12 00:00:00+00:00,0.014684322850785358,0.0,1.0,0.0
2018-02-13 00:00:00+00:00,0.0024874627918825,0.0,1.0,0.0
2018-02-14 00:00:00+00:00,0.013496028392854909,0.0,1.0,0.0
2018-02-15 00:00:00+00:00,0.012760564867671409,0.0,1.0,0.0
2018-02-16 00:00:00+00:00,0.00029251489088588656,0.0,1.0,0.0
2018-02-20 00:00:00+00:00,-0.006261297430433799,0.0,1.0,0.0
2018-02-21 00:00:00+00:00,-0.004973739037011815,0.0,1.0,0.0
2018-02-22 00:00:00+00:00,0.0012957332967413748,0.0,1.0,0.0
2018-02-23 00:00:00+00:00,0.015939482994456577,0.0,1.0,0.0
2018-02-26 00:00:00+00:00,0.011612340326049742,0.0,1.0,0.0
2018-02-27 00:00:00+00:00,-0.012486497571955302,0.0,1.0,0.0
2018-02-28 00:00:00+00:00,-0.010129932921645435,0.0,1.0,0.0
2018-03-01 00:00:00+00:00,-0.014541047643885086,0.0,1.0,0.0
2018-03-02 00:00:00+00:00,0.005155065216139398,0.0,1.0,0.0
2018-03-05 00:00:00+00:00,0.011557722695397787,0.0,1.0,0.0
2018-03-06 00:00:00+00:00,0.0025350782675084282,0.0,1.0,0.0
2018-03-07 00:00:00+00:00,-0.0003661791369484746,0.0,1.0,0.0
2018-03-08 00:00:00+00:00,0.0048388524257056975,0.0,1.0,0.0
2018-03-09 00:00:00+00:00,0.017401980538052975,0.0,1.0,0.0
2018-03-12 00:00:00+00:00,-0.0012550023867856641,0.0,1.0,0.0
2018-03-13 00:00:00+00:00,-0.006462247858039505,0.0,1.0,0.0
2018-03-14 00:00:00+00:00,-0.005131556310789209,0.0,1.0,0.0
2018-03-15 00:00:00+00:00,-0.001089638227986467,0.0,1.0,0.0
2018-03-16 00:00:00+00:00,0.0010842536848982842,0.0,1.0,0.0
2018-03-19 00:00:00+00:00,-0.013530252795960984,0.0,1.0,0.0
2018-03-20 00:00:00+00:00,0.001700374744212585,0.0,1.0,0.0
2018-03-21 00:00:00+00:00,-0.0019190665807359286,0.0,1.0,0.0
2018-03-22 00:00:00+00:00,-0.02499685846070787,0.0,1.0,0.0
2018-03-23 00:00:00+00:00,-0.021314978117751737,0.0,1.0,0.0
2018-03-26 00:00:00+00:00,0.027358693976477166,0.0,1.0,0.0
2018-03-27 00:00:00+00:00,-0.017011418565276992,0.0,1.0,0.0
2018-03-28 00:00:00+00:00,-0.0029547291177232093,0.0,1.0,0.0
